CustomerKey,SalesTerritoryCountry,SalesTerritoryRegion
15062,United Kingdom,United Kingdom
28449,France,France
25994,United States,Northwest
22996,Canada,Canada
19596,Australia,Australia
11761,Australia,Australia
15077,United Kingdom,United Kingdom
28178,Canada,Canada
28363,Canada,Canada
18010,France,France
19988,Canada,Canada
11129,United States,Northwest
14734,United States,Northwest
26789,Canada,Canada
14735,United States,Northwest
19607,Australia,Australia
11224,United States,Northwest
25986,United States,Northwest
11090,United States,Southwest
19560,Australia,Australia
19588,Australia,Australia
11762,Australia,Australia
14171,Germany,Germany
11468,United Kingdom,United Kingdom
29352,United States,Southwest
19594,Australia,Australia
15051,United Kingdom,United Kingdom
15059,United Kingdom,United Kingdom
19598,Australia,Australia
14162,Germany,Germany
15058,United Kingdom,United Kingdom
11413,United Kingdom,United Kingdom
23114,Canada,Canada
11217,United States,Northwest
23209,Canada,Canada
25987,United States,Southwest
29285,United States,Southwest
29326,United States,Southwest
19612,Australia,Australia
14149,Germany,Germany
28197,Canada,Canada
23137,Canada,Canada
11191,United States,Southwest
18038,France,France
28092,Canada,Canada
28161,Canada,Canada
28620,Canada,Canada
19264,Australia,Australia
19555,Australia,Australia
19561,Australia,Australia
19576,Australia,Australia
28198,Canada,Canada
19997,Canada,Canada
28165,Canada,Canada
15056,United Kingdom,United Kingdom
14164,Germany,Germany
29481,Germany,Germany
11414,United Kingdom,United Kingdom
28129,Canada,Canada
28176,Canada,Canada
28013,Canada,Canada
14167,Germany,Germany
12547,France,France
11252,United States,Southwest
20562,United Kingdom,United Kingdom
28130,Canada,Canada
28169,Canada,Canada
29334,United States,Northwest
25823,Australia,Australia
14198,Germany,Germany
11216,United States,Northwest
29335,United States,Northwest
29350,United States,Southwest
19102,Australia,Australia
19105,Australia,Australia
25990,United States,Northwest
19558,Australia,Australia
25718,Australia,Australia
14189,Germany,Germany
28624,Canada,Canada
29279,United States,Southwest
19559,Australia,Australia
12549,France,France
23074,Canada,Canada
14163,Germany,Germany
23113,Canada,Canada
27752,Canada,Canada
19599,Australia,Australia
19605,Australia,Australia
25822,Australia,Australia
28646,Canada,Canada
28647,Canada,Canada
11171,United States,Southwest
19586,Australia,Australia
25819,Australia,Australia
19611,Australia,Australia
11422,United Kingdom,United Kingdom
23164,Canada,Canada
19989,Canada,Canada
28177,Canada,Canada
29280,United States,Northwest
19095,Australia,Australia
19592,Australia,Australia
19595,Australia,Australia
19601,Australia,Australia
19614,Australia,Australia
14160,Germany,Germany
29354,United States,Northwest
19099,Australia,Australia
19564,Australia,Australia
19563,Australia,Australia
12522,France,France
14181,Germany,Germany
23267,Canada,Canada
11257,United States,Southwest
14737,United States,Northwest
19556,Australia,Australia
19577,Australia,Australia
19602,Australia,Australia
22976,Canada,Canada
27672,Canada,Canada
19429,Germany,Germany
14731,United States,Southwest
19609,Australia,Australia
25821,Australia,Australia
29340,Canada,Canada
28354,Canada,Canada
28574,Canada,Canada
28626,Canada,Canada
11189,United States,Northwest
25993,United States,Northwest
28173,Canada,Canada
22995,Canada,Canada
14730,United States,Southwest
19593,Australia,Australia
19615,Australia,Australia
19616,Australia,Australia
12510,France,France
14148,Germany,Germany
22998,Canada,Canada
12523,France,France
11175,United States,Southwest
25996,United States,Southwest
28051,Canada,Canada
19557,Australia,Australia
14428,Germany,Germany
11263,United States,Northwest
28656,Canada,Canada
11274,United States,Northwest
25828,Australia,Australia
11905,Australia,Australia
12613,France,France
11531,United States,Southwest
11275,United States,Southwest
19784,Australia,Australia
19763,Australia,Australia
25831,Australia,Australia
11897,Australia,Australia
15118,United Kingdom,United Kingdom
11282,United States,Northwest
11515,United States,Southwest
20564,United Kingdom,United Kingdom
14740,United States,Southwest
14744,United States,Northwest
19794,Australia,Australia
19628,Australia,Australia
11893,Australia,Australia
12607,France,France
11296,United States,Northwest
11317,United States,Northwest
11626,United States,Southwest
19967,Australia,Australia
25830,Australia,Australia
11896,Australia,Australia
14774,Germany,Germany
11303,United States,Northwest
11535,United States,Northwest
14795,Germany,Germany
11522,United States,Northwest
23385,Canada,Canada
18137,France,France
14800,Germany,Germany
15354,United Kingdom,United Kingdom
12618,France,France
19787,Australia,Australia
19951,Australia,Australia
11768,Australia,Australia
28470,France,France
14769,Germany,Germany
11291,United States,Southwest
11307,United States,Southwest
11259,United States,Northwest
18039,France,France
19795,Australia,Australia
11892,Australia,Australia
11899,Australia,Australia
11237,Germany,Germany
14775,Germany,Germany
26011,United States,Southwest
19766,Australia,Australia
23351,Canada,Canada
11302,United States,Northwest
11525,United States,Northwest
14746,United States,Southwest
19782,Australia,Australia
19964,Australia,Australia
23306,Canada,Canada
11623,United States,Southwest
14541,Germany,Germany
28458,France,France
11482,United Kingdom,United Kingdom
11289,United States,Southwest
25997,United States,Southwest
19791,Australia,Australia
11319,United States,Southwest
28652,Canada,Canada
19771,Australia,Australia
25826,Australia,Australia
11764,Australia,Australia
28478,France,France
11323,United States,Southwest
11617,United States,Southwest
11266,United States,Northwest
11270,United States,Southwest
26003,United States,Southwest
19797,Australia,Australia
25827,Australia,Australia
11906,Australia,Australia
11901,Australia,Australia
14713,Germany,Germany
26004,United States,Southwest
14738,United States,Southwest
19957,Australia,Australia
11298,United States,Southwest
11528,United States,Southwest
11541,United States,Northwest
11628,United States,Southwest
19438,Germany,Germany
19790,Australia,Australia
19948,Australia,Australia
25829,Australia,Australia
11765,Australia,Australia
11895,Australia,Australia
11281,United States,Southwest
11540,United States,Southwest
23283,Canada,Canada
19789,Australia,Australia
19950,Australia,Australia
14709,Germany,Germany
11485,United Kingdom,United Kingdom
18132,France,France
25998,United States,Northwest
26005,United States,Northwest
14741,United States,Southwest
19773,Australia,Australia
19958,Australia,Australia
11898,Australia,Australia
14425,Germany,Germany
15083,United Kingdom,United Kingdom
15097,United Kingdom,United Kingdom
11292,United States,Southwest
11326,United States,Southwest
11516,United States,Southwest
14747,United States,Southwest
14750,United States,Southwest
11278,United States,Northwest
11538,United States,Southwest
18131,France,France
19947,Australia,Australia
14772,Germany,Germany
23378,Canada,Canada
11267,United States,Southwest
11904,Australia,Australia
19765,Australia,Australia
19793,Australia,Australia
19963,Australia,Australia
19621,Australia,Australia
11767,Australia,Australia
15088,United Kingdom,United Kingdom
11534,United States,Southwest
19770,Australia,Australia
19783,Australia,Australia
11325,United States,Northwest
11272,United States,Southwest
20000,Canada,Canada
19653,Australia,Australia
11766,Australia,Australia
11908,Australia,Australia
11290,United States,Southwest
12620,France,France
14789,Germany,Germany
12614,France,France
11909,Australia,Australia
14426,Germany,Germany
15087,United Kingdom,United Kingdom
28471,France,France
11286,United States,Southwest
11537,United States,Southwest
11624,United States,Southwest
11630,United States,Northwest
19792,Australia,Australia
19960,Australia,Australia
19965,Australia,Australia
11900,Australia,Australia
11903,Australia,Australia
19786,Australia,Australia
19788,Australia,Australia
19620,Australia,Australia
19631,Australia,Australia
11894,Australia,Australia
15089,United Kingdom,United Kingdom
23376,Canada,Canada
11539,United States,Southwest
18046,France,France
14797,Germany,Germany
26001,United States,Northwest
14739,United States,Southwest
19772,Australia,Australia
19966,Australia,Australia
11529,United States,Northwest
11536,United States,Southwest
11625,United States,Southwest
12561,France,France
15106,United Kingdom,United Kingdom
11295,United States,Southwest
11329,United States,Southwest
11629,United States,Southwest
12621,France,France
19959,Australia,Australia
19652,Australia,Australia
11245,Germany,Germany
11297,United States,Southwest
11299,United States,Southwest
11324,United States,Southwest
11327,United States,Southwest
19956,Australia,Australia
11271,United States,Southwest
19785,Australia,Australia
19949,Australia,Australia
11261,United States,Southwest
14207,Germany,Germany
23281,Canada,Canada
11907,Australia,Australia
26002,United States,Northwest
11830,United States,Southwest
14801,Germany,Germany
14868,United States,Southwest
20160,Australia,Australia
25832,Australia,Australia
26041,United States,Northwest
20246,Australia,Australia
20253,Australia,Australia
11696,United States,Northwest
23725,Canada,Canada
23858,Canada,Canada
15440,United Kingdom,United Kingdom
14753,United States,Northwest
20245,Australia,Australia
20151,Australia,Australia
20158,Australia,Australia
11916,Australia,Australia
11815,United States,Northwest
11816,United States,Southwest
11688,United States,Northwest
14823,Germany,Germany
26050,United States,Northwest
20213,Australia,Australia
11915,Australia,Australia
11246,Germany,Germany
12804,France,France
11742,United States,Southwest
11775,United States,Southwest
11812,United States,Northwest
